# This MeasurementStore object was saved on 27/07/2014 4:42:04 PM

# _FirstTime.Ticks
635420760626509650
# _PreviousTime.Ticks
635420761240970109
# _Data
# Measure.Distance, Measure.TimeStamp.Ticks, Measure.SensorID, Measure.TimeStage, Curr.TimeReceived (time since last measurement in ms)
235.0286,635420760739524060,3,-19650704,5
158.815,635420760739765600,5,-19650703,19
-1,635420760739812740,4,-19650703,5
-1,635420760740148530,6,-19650703,33
-1,635420760740309290,1,-19650703,28
-1,635420760740576900,2,-19650703,26
-1,635420760740653690,3,-19650703,0
-1,635420760740815570,4,-19650702,13
130.8848,635420760740919060,6,-19650702,11
-1,635420760741079830,5,-19650702,13
147.0245,635420760741152070,1,-19650702,18
-1,635420760741486910,2,-19650702,33
239.1909,635420760741642730,4,-19650702,5
5.929231,635420760741849640,6,-19650701,18
-1,635420760741688770,3,-19650702,10
-1,635420760742075330,5,-19650701,12
-1,635420760742078300,1,-19650701,11
134.9792,635420760742251560,2,-19650701,18
114.0145,635420760742409130,3,-19650701,12
5.74235,635420760742509640,4,-19650701,9
129.016,635420760742844770,5,-19650700,27
-1,635420760743168290,6,-19650700,33
6.846648,635420760743180150,2,-19650700,12
-1,635420760743376220,1,-19650700,19
-1,635420760743693480,3,-19650700,22
-1,635420760743819390,4,-19650699,11
-1,635420760744014150,5,-19650699,19
-1,635420760744156740,6,-19650699,14
-1,635420760744308880,1,-19650699,25
-1,635420760744535950,2,-19650699,23
-1,635420760744649140,3,-19650699,3
-1,635420760744815410,4,-19650698,22
169.6032,635420760744941870,6,-19650698,10
-1,635420760744978700,5,-19650698,0
265.7791,635420760745158580,1,-19650698,27
83.58687,635420760745430900,3,-19650698,18
-1,635420760745495280,2,-19650698,15
254.9229,635420760745652100,4,-19650698,7
18.53522,635420760745779550,5,-19650697,9
5.827295,635420760745849580,6,-19650697,7
-1,635420760746065260,1,-19650697,34
325.0544,635420760746363460,2,-19650697,28
5.929231,635420760746509590,4,-19650697,4
249.3335,635420760746526740,3,-19650697,3
-1,635420760747079790,5,-19650696,55
-1,635420760747160860,6,-19650696,5
6.863636,635420760747180210,2,-19650696,12
-1,635420760747376210,1,-19650696,20
-1,635420760747686610,3,-19650696,25
-1,635420760747848130,4,-19650695,11
-1,635420760747978900,5,-19650695,10
-1,635420760748267410,6,-19650695,30
-1,635420760748308670,1,-19650695,13
-1,635420760748649050,3,-19650695,24
-1,635420760748577040,2,-19650695,8
151.7645,635420760748858170,5,-19650694,12
-1,635420760748879580,4,-19650694,3
158.9679,635420760748935640,6,-19650694,6
161.3464,635420760749160410,1,-19650694,31
41.47063,635420760749406150,3,-19650694,15
-1,635420760749484810,2,-19650694,18
234.9946,635420760749640440,4,-19650694,3
6.082133,635420760749849600,6,-19650693,75
-1,635420760750081570,5,-19650693,0
6.37095,635420760750010020,1,-19650693,12
117.6842,635420760750241370,2,-19650693,0
9.989649,635420760750386950,3,-19650693,0
5.793317,635420760750509630,4,-19650693,0
-1,635420760751075550,5,-19650692,55
6.387939,635420760751179940,2,-19650692,21
-1,635420760751371020,1,-19650692,19
249.4524,635420760751532640,3,-19650692,5
-1,635420760751812790,4,-19650691,27
150.0146,635420760752264590,2,-19650691,58
-1,635420760752310130,1,-19650691,3
-1,635420760752686880,3,-19650691,25
-1,635420760752815360,4,-19650690,16
21.67822,635420760753078300,1,-19650690,32
-1,635420760753482640,2,-19650690,40
-1,635420760753649190,3,-19650690,9
270.4171,635420760753661270,4,-19650690,0
-1,635420760754078510,1,-19650689,49
48.3003,635420760754406770,3,-19650689,23
5.793317,635420760754509670,4,-19650689,10
-1,635420760754478510,2,-19650689,6
138.8357,635420760755253750,2,-19650688,77
-1,635420760755370510,1,-19650688,11
-1,635420760755696620,3,-19650688,24
-1,635420760755819650,4,-19650687,10
306.757,635420760751852710,5,-19650691,30
-1,635420760753079830,5,-19650690,0
-1,635420760753978860,5,-19650689,0
6.608799,635420760756180150,2,-19650687,15
-1,635420760756309620,1,-19650687,18
-1,635420760756648910,3,-19650687,30
-1,635420760756815600,4,-19650686,14
38.20871,635420760757087850,1,-19650686,26
128.7102,635420760757457750,3,-19650686,30
-1,635420760757482540,2,-19650686,10
301.8981,635420760757679880,4,-19650686,10
6.37095,635420760758010010,1,-19650685,44
232.2933,635420760758308780,2,-19650685,28
5.980198,635420760758509600,4,-19650685,9
291.6366,635420760758561220,3,-19650685,6
-1,635420760751097130,6,-19650692,62
-1,635420760752152870,6,-19650691,0
-1,635420760753157170,6,-19650690,0
129.4067,635420760753918180,6,-19650689,0
311.8537,635420760754855680,5,-19650688,0
-1,635420760756082060,5,-19650687,0
5.844285,635420760754849510,6,-19650688,6
-1,635420760756155900,6,-19650687,0
-1,635420760757201910,6,-19650686,1
154.9925,635420760757933290,6,-19650685,0
5.94622,635420760758849560,6,-19650684,0
-1,635420760759370370,1,-19650684,17
304.0047,635420760759525200,3,-19650684,8
-1,635420760759491000,2,-19650684,4
-1,635420760756978800,5,-19650686,15
298.9929,635420760757848150,5,-19650685,0
-1,635420760759082140,5,-19650684,0
-1,635420760759812830,4,-19650683,7
-1,635420760759978680,5,-19650683,45
-1,635420760760284850,6,-19650683,1
-1,635420760760308760,1,-19650683,14
-1,635420760760653790,3,-19650683,23
-1,635420760760573320,2,-19650683,2
-1,635420760760815430,4,-19650682,13
131.7852,635420760760846290,5,-19650682,2
-1,635420760761149150,6,-19650682,30
28.7797,635420760761082450,1,-19650682,8
130.3072,635420760761248750,2,-19650682,24
231.308,635420760761638550,4,-19650682,19
-1,635420760761688850,3,-19650682,5
119.2642,635420760761912210,6,-19650681,19
-1,635420760762062360,5,-19650681,14
6.421918,635420760762072970,1,-19650681,13
6.59181,635420760762180100,2,-19650681,10
234.0432,635420760762479820,3,-19650681,22
5.827295,635420760762509650,4,-19650681,1
5.895252,635420760762849570,6,-19650680,32
-1,635420760763075240,5,-19650680,23
150.3714,635420760763264720,2,-19650680,31
-1,635420760763470500,1,-19650680,21
-1,635420760763786890,3,-19650679,18
99.13198,635420760763827070,5,-19650679,3
-1,635420760763818940,4,-19650679,1
-1,635420760764098210,6,-19650679,25
-1,635420760764371660,1,-19650679,39
-1,635420760764489420,2,-19650679,10
-1,635420760764648710,3,-19650679,8
-1,635420760764880280,4,-19650678,20
-1,635420760765073670,5,-19650678,18
-1,635420760765096660,6,-19650678,5
218.0224,635420760765130440,1,-19650678,10
48.01148,635420760765410020,3,-19650678,19
-1,635420760765479080,2,-19650678,16
232.3103,635420760765638850,4,-19650678,6
-1,635420760765978860,5,-19650677,33
-1,635420760766096550,6,-19650677,11
5.929231,635420760766009800,1,-19650677,2
135.8286,635420760766252060,2,-19650677,22
5.963209,635420760766509620,4,-19650677,17
-1,635420760766691050,3,-19650677,17
158.3054,635420760766765240,5,-19650676,5
-1,635420760767152650,6,-19650676,39
6.744713,635420760767180170,2,-19650676,12
-1,635420760767370260,1,-19650676,18
-1,635420760767648730,3,-19650676,18
-1,635420760767924820,4,-19650675,28
-1,635420760768079860,5,-19650675,13
-1,635420760768155080,6,-19650675,7
-1,635420760768308990,1,-19650675,26
252.4595,635420760768325000,2,-19650675,1
-1,635420760768692920,3,-19650675,27
-1,635420760768815540,4,-19650674,12
159.7155,635420760768935980,6,-19650674,11
-1,635420760768979680,5,-19650674,5
134.6224,635420760769081330,1,-19650674,19
-1,635420760769482630,2,-19650674,38
-1,635420760769649270,3,-19650674,6
270.6549,635420760769661390,4,-19650674,3
5.929231,635420760769849610,6,-19650673,16
-1,635420760769978740,5,-19650673,11
6.353961,635420760770009980,1,-19650673,15
95.97199,635420760770439480,3,-19650673,42
-1,635420760770478590,2,-19650673,3
5.844285,635420760770509710,4,-19650673,4
-1,635420760770983460,5,-19650672,36
-1,635420760771160950,6,-19650672,15
134.0957,635420760771251010,2,-19650672,21
-1,635420760771313110,1,-19650672,6
229.4052,635420760771522460,3,-19650672,11
-1,635420760771812750,4,-19650671,28
-1,635420760772075300,5,-19650671,25
-1,635420760772156560,6,-19650671,6
6.693745,635420760772180190,2,-19650671,14
-1,635420760772371570,1,-19650671,19
-1,635420760772653720,3,-19650671,19
117.6332,635420760772748530,5,-19650670,6
-1,635420760772815390,4,-19650670,8
212.7048,635420760772967320,6,-19650670,13
132.7196,635420760773080220,1,-19650670,21
-1,635420760773482700,2,-19650670,40
239.2249,635420760773642800,4,-19650670,8
-1,635420760773689070,3,-19650670,4
5.997188,635420760773849630,6,-19650669,12
-1,635420760773983090,5,-19650669,13
3.958483,635420760774009860,1,-19650669,14
233.2957,635420760774479920,3,-19650669,37
5.793317,635420760774509700,4,-19650669,2
-1,635420760774478450,2,-19650669,7
-1,635420760775075330,5,-19650668,51
-1,635420760775097890,6,-19650668,0
136.7631,635420760775255040,2,-19650668,26
-1,635420760775315940,1,-19650668,7
146.0561,635420760775471810,3,-19650668,5
-1,635420760775812730,4,-19650667,33
-1,635420760776079700,5,-19650667,26
-1,635420760776160850,6,-19650667,6
6.659766,635420760776180190,2,-19650667,14
-1,635420760776371600,1,-19650667,18
-1,635420760776653820,3,-19650667,21
-1,635420760776815590,4,-19650666,15
-1,635420760777076170,5,-19650666,24
149.454,635420760777090050,1,-19650666,21
-1,635420760777482780,2,-19650666,30
232.752,635420760777639050,4,-19650666,4
-1,635420760777696140,3,-19650666,7
296.0708,635420760777848200,5,-19650665,13
-1,635420760778042050,1,-19650665,29
234.366,635420760778480000,3,-19650665,34
5.827295,635420760778509680,4,-19650665,3
-1,635420760778478520,2,-19650665,5
-1,635420760778983490,5,-19650664,40
128.4214,635420760779247620,2,-19650664,37
-1,635420760779313000,1,-19650664,12
-1,635420760779792150,3,-19650663,31
-1,635420760779819120,4,-19650663,4
-1,635420760777155590,6,-19650666,30
140.6196,635420760777925400,6,-19650665,0
6.014176,635420760778849590,6,-19650664,0
-1,635420760780075390,5,-19650663,0
-1,635420760780096310,6,-19650663,2
6.693745,635420760780180200,2,-19650663,10
-1,635420760780308830,1,-19650663,14
-1,635420760780694490,3,-19650663,28
-1,635420760780816170,4,-19650662,11
-1,635420760781094040,5,-19650662,26
-1,635420760781109750,6,-19650662,2
43.23751,635420760781090700,1,-19650662,8
-1,635420760781482630,2,-19650662,38
-1,635420760781649260,3,-19650662,7
270.7399,635420760781661380,4,-19650662,0
-1,635420760782075940,5,-19650661,41
-1,635420760782099560,6,-19650661,3
6.336971,635420760782009990,1,-19650661,3
105.0952,635420760782443460,3,-19650661,30
-1,635420760782478500,2,-19650661,13
5.878263,635420760782509700,4,-19650661,2
176.0081,635420760782872610,5,-19650660,25
-1,635420760783152730,6,-19650660,27
119.6889,635420760783242420,2,-19650660,20
-1,635420760783313070,1,-19650660,7
-1,635420760783696440,3,-19650660,28
-1,635420760783818880,4,-19650659,12
-1,635420760784079890,5,-19650659,23
-1,635420760784156590,6,-19650659,8
6.37095,635420760784179980,2,-19650659,14
-1,635420760784371520,1,-19650659,19
-1,635420760784654760,3,-19650659,17
-1,635420760784880480,4,-19650658,22
115.9173,635420760784910170,6,-19650658,1
-1,635420760785035330,5,-19650658,13
161.6183,635420760785097230,1,-19650658,16
107.9324,635420760785445260,3,-19650658,25
-1,635420760785483730,2,-19650658,15
302.3398,635420760785680040,4,-19650658,7
296.8183,635420760785846800,5,-19650657,14
1.393114,635420760785862850,6,-19650657,1
1.834834,635420760786072060,1,-19650657,32
230.7133,635420760786307870,2,-19650657,22
5.980198,635420760786509690,4,-19650657,10
290.1076,635420760786560280,3,-19650657,20
-1,635420760787073670,5,-19650656,36
-1,635420760787097420,6,-19650656,1
-1,635420760787370710,1,-19650656,36
-1,635420760787491290,2,-19650656,12
-1,635420760787652890,3,-19650656,9
-1,635420760787908590,4,-19650655,24
-1,635420760788075540,5,-19650655,13
-1,635420760788161040,6,-19650655,10
-1,635420760788308710,1,-19650655,25
-1,635420760788563820,2,-19650655,26
-1,635420760788688380,3,-19650655,4
-1,635420760788815480,4,-19650654,10
-1,635420760789079560,5,-19650654,25
-1,635420760789155200,6,-19650654,7
88.83652,635420760789094940,1,-19650654,6
134.1637,635420760789251080,2,-19650654,14
141.6899,635420760789425520,3,-19650654,8
245.8507,635420760789646770,4,-19650654,25
144.0854,635420760789926810,6,-19650653,24
-1,635420760790075500,5,-19650653,14
6.37095,635420760790072810,1,-19650653,9
6.625788,635420760790180160,2,-19650653,11
5.912242,635420760790509650,4,-19650653,23
302.7645,635420760790562130,3,-19650653,4
125.822,635420760790842960,5,-19650652,26
-1,635420760790877130,6,-19650652,2
-1,635420760791376340,1,-19650652,62
-1,635420760791490800,2,-19650652,11
-1,635420760791652920,3,-19650652,6
-1,635420760791879930,4,-19650651,22
-1,635420760792051390,5,-19650651,15
-1,635420760792159250,6,-19650651,13
-1,635420760792308900,1,-19650651,24
-1,635420760792563780,2,-19650651,25
-1,635420760792689190,3,-19650651,3
-1,635420760792815940,4,-19650650,12
-1,635420760793034590,5,-19650650,21
-1,635420760793157010,6,-19650650,12
120.6063,635420760793136680,1,-19650650,8
120.3005,635420760793242940,2,-19650650,10
110.4468,635420760793407090,3,-19650650,14
253.6148,635420760793651310,4,-19650650,17
253.3939,635420760793821280,5,-19650649,15
135.9985,635420760793922200,6,-19650649,10
6.37095,635420760794072840,1,-19650649,27
6.693745,635420760794180130,2,-19650649,10
5.895252,635420760794509620,4,-19650649,23
305.092,635420760794559530,3,-19650649,6
5.980198,635420760794849690,6,-19650648,26
-1,635420760795079640,5,-19650648,24
-1,635420760795375960,1,-19650648,40
-1,635420760795490800,2,-19650648,10
-1,635420760795693260,3,-19650648,12
-1,635420760795819140,4,-19650647,14
-1,635420760795978680,5,-19650647,12
-1,635420760796097780,6,-19650647,11
-1,635420760796371810,1,-19650647,38
-1,635420760796485800,2,-19650647,19
-1,635420760796649400,3,-19650647,0
151.034,635420760796857630,5,-19650646,21
-1,635420760796879760,4,-19650646,1
-1,635420760797096430,6,-19650646,20
162.4847,635420760797149500,1,-19650646,15
130.4091,635420760797248900,2,-19650646,9
128.5063,635420760797457440,3,-19650646,11
199.1984,635420760797619340,4,-19650646,15
-1,635420760798074250,5,-19650645,44
-1,635420760798096960,6,-19650645,2
5.963209,635420760798072610,1,-19650645,7
6.642777,635420760798180200,2,-19650645,11
5.94622,635420760798509650,4,-19650645,23
79.22063,635420760798526720,3,-19650645,1
-1,635420760799027520,5,-19650644,49
-1,635420760799097520,6,-19650644,7
151.5777,635420760799265380,2,-19650644,26
-1,635420760799314660,1,-19650644,5
-1,635420760799686790,3,-19650644,30
29.08551,635420760799749540,5,-19650643,2
-1,635420760799819700,4,-19650643,8
-1,635420760800096520,6,-19650643,26
-1,635420760800371670,1,-19650643,38
-1,635420760800490940,2,-19650643,11
-1,635420760800649340,3,-19650643,16
-1,635420760800879820,4,-19650642,15
-1,635420760800984010,5,-19650642,7
-1,635420760801096370,6,-19650642,9
40.14548,635420760801067390,1,-19650642,10
59.25833,635420760801416730,3,-19650642,25
-1,635420760801478550,2,-19650642,15
231.0871,635420760801638090,4,-19650642,6
-1,635420760801978720,5,-19650641,36
-1,635420760802096990,6,-19650641,7
5.895252,635420760802009710,1,-19650641,4
145.6654,635420760802257820,2,-19650641,22
5.94622,635420760802509600,4,-19650641,17
249.5374,635420760802526810,3,-19650641,3
220.5538,635420760803096690,6,-19650640,53
6.829658,635420760803180210,2,-19650640,19
-1,635420760803376030,1,-19650640,21
-1,635420760803686780,3,-19650640,19
-1,635420760803818940,4,-19650639,13
-1,635420760804079620,5,-19650639,25
-1,635420760804097320,6,-19650639,1
-1,635420760804308750,1,-19650639,33
-1,635420760804649800,3,-19650639,24
-1,635420760804563780,2,-19650639,0
-1,635420760804815460,4,-19650638,19
-1,635420760805075360,5,-19650638,20
-1,635420760805098240,6,-19650638,3
116.342,635420760805121330,1,-19650638,13
35.45646,635420760805402790,3,-19650638,17
-1,635420760805478620,2,-19650638,17
238.8681,635420760805642650,4,-19650638,5
115.2377,635420760805836540,5,-19650637,18
5.572458,635420760806010260,1,-19650637,28
-1,635420760806163240,6,-19650637,4
115.6285,635420760806240190,2,-19650637,18
6.065145,635420760806509700,4,-19650637,17
-1,635420760806690930,3,-19650637,18
-1,635420760806983790,5,-19650636,28
-1,635420760807155770,6,-19650636,17
7.01654,635420760807180270,2,-19650636,14
-1,635420760807375940,1,-19650636,17
308.0142,635420760807523410,3,-19650636,6
-1,635420760807813200,4,-19650635,29
148.0779,635420760807929140,6,-19650635,9
-1,635420760808075520,5,-19650635,14
149.7088,635420760808264400,2,-19650635,29
-1,635420760808310350,1,-19650635,5
-1,635420760808653640,3,-19650635,26
-1,635420760808815340,4,-19650634,14
5.997188,635420760808849610,6,-19650634,2
-1,635420760809079430,5,-19650634,23
170.8434,635420760809139630,1,-19650634,17
-1,635420760809482570,2,-19650634,33
222.5585,635420760809632960,4,-19650634,5
-1,635420760809691040,3,-19650634,6
-1,635420760810075470,5,-19650633,37
-1,635420760810159310,6,-19650633,14
130.1543,635420760810419200,3,-19650633,22
5.776328,635420760810509680,4,-19650633,9
-1,635420760810481740,2,-19650633,5
299.5196,635420760810848450,5,-19650632,26
-1,635420760811148590,6,-19650632,30
320.926,635420760811363540,2,-19650632,32
-1,635420760811692990,3,-19650632,23
-1,635420760811819650,4,-19650631,13
129.9844,635420760811918580,6,-19650631,8
-1,635420760811982970,5,-19650631,6
6.778691,635420760812180220,2,-19650631,30
-1,635420760812649390,3,-19650631,37
6.014176,635420760812849660,6,-19650630,20
-1,635420760812879660,4,-19650630,1
6.37095,635420760810073150,1,-19650633,9
42.93171,635420760811088650,1,-19650632,0
-1,635420760812376260,1,-19650631,0
-1,635420760812978740,5,-19650630,0
120.3175,635420760813452590,3,-19650630,47
-1,635420760813372090,1,-19650630,2
-1,635420760813490900,2,-19650630,12
302.1189,635420760813679880,4,-19650630,9
149.6918,635420760813760170,5,-19650629,5
-1,635420760814153010,6,-19650629,39
232.0555,635420760814138670,1,-19650629,13
226.0753,635420760814363350,2,-19650629,19
5.912242,635420760814509660,4,-19650629,19
239.3099,635420760814526700,3,-19650629,0
-1,635420760815149930,5,-19650628,47
6.336971,635420760815072870,1,-19650628,6
-1,635420760815191220,6,-19650628,0
-1,635420760815482640,2,-19650628,37
-1,635420760815687390,3,-19650628,11
-1,635420760815819080,4,-19650627,15
156.6064,635420760815934190,6,-19650627,9
-1,635420760815980530,5,-19650627,3
-1,635420760816364840,1,-19650627,50
-1,635420760816487200,2,-19650627,10
-1,635420760816650290,3,-19650627,7
5.470522,635420760816849370,6,-19650626,17
161.8901,635420760816864010,5,-19650626,2
-1,635420760816815540,4,-19650626,3
128.4893,635420760817247710,2,-19650626,44
-1,635420760817317880,1,-19650626,8
39.12613,635420760817404730,3,-19650626,0
219.5174,635420760817631780,4,-19650626,20
-1,635420760818073640,5,-19650625,43
-1,635420760818160870,6,-19650625,8
40.68913,635420760818088870,1,-19650625,2
6.625788,635420760818180140,2,-19650625,10
5.963209,635420760818509650,4,-19650625,23
-1,635420760818687690,3,-19650625,17
-1,635420760818978870,5,-19650624,27
6.387939,635420760819072800,1,-19650624,20
-1,635420760819267380,6,-19650624,8
-1,635420760819482640,2,-19650624,32
-1,635420760819648650,3,-19650624,6
-1,635420760819880110,4,-19650623,23
137.9523,635420760819923710,6,-19650623,3
-1,635420760820059710,5,-19650623,14
-1,635420760820313640,1,-19650623,35
46.27858,635420760820410490,3,-19650623,0
-1,635420760820486720,2,-19650623,17
-1,635420760820808970,4,-19650622,23
5.861274,635420760820849670,6,-19650622,3
-1,635420760820978800,5,-19650622,12
123.5115,635420760821244730,2,-19650622,37
-1,635420760821353240,1,-19650622,11
-1,635420760821653370,3,-19650622,19
278.419,635420760821666080,4,-19650622,1
116.5629,635420760821837250,5,-19650621,16
-1,635420760822108630,6,-19650621,27
157.7787,635420760822094910,1,-19650621,8
6.235036,635420760822179890,2,-19650621,9
5.878263,635420760822509660,4,-19650621,23
246.2754,635420760822526820,3,-19650621,2
-1,635420760823020070,5,-19650620,48
-1,635420760823096770,6,-19650620,6
6.336971,635420760823009970,1,-19650620,4
268.7352,635420760823538200,3,-19650620,39
-1,635420760823482680,2,-19650620,5
-1,635420760823812740,4,-19650619,23
-1,635420760824075330,5,-19650619,24
-1,635420760824098070,6,-19650619,3
-1,635420760824313110,1,-19650619,30
-1,635420760824563820,2,-19650619,26
-1,635420760824653520,3,-19650619,0
178.9642,635420760824777500,5,-19650618,9
-1,635420760824815720,4,-19650618,5
-1,635420760825152620,6,-19650618,32
132.125,635420760825249840,2,-19650618,20
-1,635420760825374730,1,-19650618,12
240.3632,635420760825643540,4,-19650618,19
-1,635420760825689090,3,-19650618,3
-1,635420760826149500,5,-19650617,42
-1,635420760826193960,6,-19650617,3
161.1765,635420760826096970,1,-19650617,2
6.235036,635420760826179910,2,-19650617,8
124.7687,635420760826415510,3,-19650617,13
5.74235,635420760826509640,4,-19650617,9
149.0293,635420760826929790,6,-19650616,43
-1,635420760826978780,5,-19650616,4
6.353961,635420760827072820,1,-19650616,18
-1,635420760827482610,2,-19650616,40
-1,635420760827693000,3,-19650616,14
81.75203,635420760827820940,5,-19650615,8
-1,635420760827848400,4,-19650615,4
-1,635420760827867460,6,-19650615,0
-1,635420760828369970,1,-19650615,61
-1,635420760828485650,2,-19650615,11
-1,635420760828688910,3,-19650615,11
-1,635420760828815480,4,-19650614,12
-1,635420760829079510,5,-19650614,24
-1,635420760829096600,6,-19650614,1
122.0334,635420760829243880,2,-19650614,27
-1,635420760829334830,1,-19650614,7
161.0916,635420760829436910,3,-19650614,0
302.068,635420760829679890,4,-19650614,35
-1,635420760829978700,5,-19650613,18
-1,635420760830201390,6,-19650613,22
46.2446,635420760830092130,1,-19650613,0
6.252026,635420760830179930,2,-19650613,7
5.912242,635420760830509620,4,-19650613,25
289.394,635420760830557690,3,-19650613,2
-1,635420760830782810,5,-19650612,24
6.302993,635420760831019370,1,-19650612,31
-1,635420760831152660,6,-19650612,2
154.143,635420760831266940,2,-19650612,22
-1,635420760831652810,3,-19650612,27
92.42125,635420760831730750,5,-19650611,7
-1,635420760831880020,4,-19650611,14
-1,635420760832152590,6,-19650611,27
-1,635420760832469950,1,-19650611,42
-1,635420760832515230,2,-19650611,3
-1,635420760832692270,3,-19650611,11
-1,635420760832815620,4,-19650610,12
-1,635420760833079940,5,-19650610,22
-1,635420760833157160,6,-19650610,7
-1,635420760833308770,1,-19650610,27
208.8313,635420760833624950,4,-19650610,21
-1,635420760833563780,2,-19650610,8
-1,635420760833648890,3,-19650610,0
137.9863,635420760833923250,6,-19650609,19
-1,635420760834035210,5,-19650609,11
140.7725,635420760834147840,1,-19650609,22
123.5455,635420760834250140,2,-19650609,9
107.4397,635420760834445230,3,-19650609,9
5.861274,635420760834509700,4,-19650609,5
280.7295,635420760834837320,5,-19650608,32
5.52149,635420760834861610,6,-19650608,3
6.319983,635420760835010000,1,-19650608,25
148.5875,635420760835263650,2,-19650608,25
-1,635420760835686820,3,-19650608,32
102.326,635420760835736630,5,-19650607,3
-1,635420760835819150,4,-19650607,12
-1,635420760836152600,6,-19650607,30
-1,635420760836369950,1,-19650607,34
-1,635420760836489330,2,-19650607,10
-1,635420760836649720,3,-19650607,6
115.6285,635420760836841060,5,-19650606,17
-1,635420760836880110,4,-19650606,5
-1,635420760837169900,6,-19650606,28
-1,635420760837309300,1,-19650606,24
-1,635420760837566270,2,-19650606,24
-1,635420760837694030,3,-19650606,4
-1,635420760837748000,4,-19650605,5
-1,635420760837983120,5,-19650605,22
38.63344,635420760838088550,1,-19650605,21
-1,635420760838274720,6,-19650605,6
137.8674,635420760838253240,2,-19650605,9
-1,635420760838688610,3,-19650605,34
-1,635420760838819610,4,-19650604,16
158.798,635420760838938180,6,-19650604,7
-1,635420760839081880,5,-19650604,14
5.929231,635420760839009750,1,-19650604,4
148.4346,635420760839263580,2,-19650604,25
179.8986,635420760839448010,3,-19650604,11
-1,635420760839808470,4,-19650603,35
5.878263,635420760839849580,6,-19650603,7
-1,635420760840075370,5,-19650603,17
-1,635420760840375790,1,-19650603,41
-1,635420760840491690,2,-19650603,14
243.778,635420760840645510,4,-19650603,4
-1,635420760840655260,3,-19650603,0
305.092,635420760840851690,5,-19650602,18
-1,635420760841152830,6,-19650602,30
-1,635420760841308760,1,-19650602,26
5.827295,635420760841509560,4,-19650602,11
246.2415,635420760841526660,3,-19650602,0
-1,635420760841573290,2,-19650602,15
-1,635420760841983230,5,-19650601,29
-1,635420760842155200,6,-19650601,19
131.6153,635420760842142660,1,-19650601,8
138.0882,635420760842254820,2,-19650601,11
-1,635420760842686570,3,-19650601,32
236.2518,635420760842815350,5,-19650600,11
-1,635420760842820110,4,-19650600,0
138.479,635420760842927850,6,-19650600,13
5.895252,635420760843072580,1,-19650600,27
6.625788,635420760843180140,2,-19650600,6
-1,635420760843648830,3,-19650600,38
5.980198,635420760843849640,6,-19650599,17
-1,635420760843879590,4,-19650599,3
-1,635420760843983020,5,-19650599,9
-1,635420760844376430,1,-19650599,51
51.52824,635420760844412090,3,-19650599,4
-1,635420760844491100,2,-19650599,7
222.1338,635420760844632840,4,-19650599,4
-1,635420760844978770,5,-19650598,32
-1,635420760845267410,6,-19650598,28
159.2228,635420760845265790,2,-19650598,11
-1,635420760845310270,1,-19650598,4
5.94622,635420760845509510,4,-19650598,10
-1,635420760845652960,3,-19650598,13
110.0051,635420760845736830,5,-19650597,8
-1,635420760846148690,6,-19650597,40
257.5393,635420760846153670,1,-19650597,12
303.9707,635420760846560540,3,-19650597,30
-1,635420760846482730,2,-19650597,3
-1,635420760846813370,4,-19650596,23
143.8985,635420760846926630,6,-19650596,8
-1,635420760847079830,5,-19650596,16
-1,635420760847078450,1,-19650596,10
325.1223,635420760847363480,2,-19650596,29
-1,635420760847653000,3,-19650596,18
5.895252,635420760847849600,6,-19650595,17
-1,635420760847917160,4,-19650595,7
-1,635420760848075330,5,-19650595,15
-1,635420760848375940,1,-19650595,42
-1,635420760848489350,2,-19650595,10
242.283,635420760848644680,4,-19650595,6
-1,635420760848688670,3,-19650595,5
304.3955,635420760848851270,5,-19650594,15
-1,635420760849152840,6,-19650594,29
-1,635420760849346610,1,-19650594,30
233.9753,635420760849479810,3,-19650594,3
10.63524,635420760849512510,4,-19650594,3
-1,635420760849485120,2,-19650594,6
-1,635420760850079830,5,-19650593,50
-1,635420760850156490,6,-19650593,5
6.914605,635420760850173250,1,-19650593,13
119.3661,635420760850242290,2,-19650593,4
-1,635420760850786580,3,-19650592,45
-1,635420760850819770,4,-19650592,3
154.177,635420760850933180,6,-19650592,9
-1,635420760851075580,5,-19650592,13
6.37095,635420760851179980,2,-19650592,21
-1,635420760851338890,1,-19650592,17
-1,635420760851648820,3,-19650592,21
292.1802,635420760851844090,5,-19650591,17
-1,635420760851878070,6,-19650591,3
-1,635420760851879760,4,-19650591,1
28.83067,635420760852398880,3,-19650591,52
-1,635420760852354320,1,-19650591,5
-1,635420760852490980,2,-19650591,12
240.2783,635420760852643470,4,-19650591,6
-1,635420760853079540,5,-19650590,43
-1,635420760853159160,6,-19650590,9
21.0836,635420760853077390,1,-19650590,0
5.895252,635420760853509620,4,-19650590,35
246.7002,635420760853526710,3,-19650590,1
-1,635420760853478950,2,-19650590,4
-1,635420760854080220,5,-19650589,51
5.878263,635420760854009690,1,-19650589,2
-1,635420760854156800,6,-19650589,3
127.368,635420760854247040,2,-19650589,19
-1,635420760854686630,3,-19650589,33
-1,635420760854820260,4,-19650588,14
128.5912,635420760854917630,6,-19650588,8
-1,635420760855012410,5,-19650588,8
6.761702,635420760855180190,2,-19650588,28
-1,635420760855313390,1,-19650588,14
-1,635420760855648760,3,-19650588,23
130.7319,635420760855845690,5,-19650587,18
-1,635420760855879130,6,-19650587,2
-1,635420760855879840,4,-19650587,2
