# This MeasurementStore object was saved on 27/07/2014 4:24:05 PM

# _FirstTime.Ticks
635420749726319560
# _PreviousTime.Ticks
635420750453089133
# _Data
# Measure.Distance, Measure.TimeStamp.Ticks, Measure.SensorID, Measure.TimeStage, Curr.TimeReceived (time since last measurement in ms)
-1,635420749961149460,5,-19661482,47
-1,635420749961181440,6,-19661482,2
-1,635420749961372160,1,-19661482,16
37.35925,635420749961403650,3,-19661482,7
-1,635420749961490810,2,-19661482,4
5.963209,635420749961509760,4,-19661482,14
167.2417,635420749961940480,6,-19661481,35
-1,635420749961978790,5,-19661481,2
137.0349,635420749962145890,1,-19661481,13
-1,635420749962483480,2,-19661481,33
-1,635420749962692400,3,-19661481,36
5.861274,635420749962849640,6,-19661480,3
159.9023,635420749962862890,5,-19661480,1
-1,635420749962819040,4,-19661480,14
6.778691,635420749963010240,1,-19661480,0
132.4308,635420749963250060,2,-19661480,21
-1,635420749963649040,3,-19661480,44
-1,635420749963983400,5,-19661479,33
6.79568,635420749964180150,2,-19661479,15
-1,635420749963814840,4,-19661479,13
-1,635420749964267390,6,-19661479,0
-1,635420749964375740,1,-19661479,5
134.0108,635420749964460820,3,-19661479,13
302.1699,635420749964679940,4,-19661479,28
-1,635420749965075450,5,-19661478,31
-1,635420749965157270,6,-19661478,8
-1,635420749965309960,1,-19661478,12
5.878263,635420749965509560,4,-19661478,25
-1,635420749965565170,2,-19661478,0
249.9621,635420749965527080,3,-19661478,1
149.3181,635420749965760500,5,-19661477,20
212.8067,635420749965967360,6,-19661477,24
247.5666,635420749966147890,1,-19661477,13
-1,635420749966483680,2,-19661477,33
-1,635420749966686620,3,-19661477,25
6.048155,635420749966849630,6,-19661476,14
-1,635420749966819510,4,-19661476,0
6.319983,635420749967011790,1,-19661476,12
-1,635420749967079470,5,-19661476,9
156.0968,635420749967263970,2,-19661476,15
-1,635420749967790540,3,-19661475,56
-1,635420749967855170,4,-19661475,16
-1,635420749967978780,5,-19661475,1
6.761702,635420749968180180,2,-19661475,18
-1,635420749968267400,6,-19661475,10
-1,635420749968360860,1,-19661475,7
109.3255,635420749968406430,3,-19661475,9
257.8451,635420749968653860,4,-19661475,23
148.5706,635420749968856200,5,-19661474,19
-1,635420749969148670,6,-19661474,28
96.97436,635420749969233330,2,-19661474,6
-1,635420749969309680,1,-19661474,6
6.031166,635420749969509650,4,-19661474,27
-1,635420749969691110,3,-19661474,15
143.4398,635420749969926400,6,-19661473,20
15.32426,635420749970073960,1,-19661473,17
-1,635420749970149620,5,-19661473,6
-1,635420749970482600,2,-19661473,31
-1,635420749970693760,3,-19661473,32
-1,635420749970819120,4,-19661472,6
5.861274,635420749970849660,6,-19661472,3
-1,635420749970979260,5,-19661472,12
6.319983,635420749971033540,1,-19661472,3
102.5978,635420749971402480,3,-19661472,40
-1,635420749971478520,2,-19661472,3
307.8443,635420749971853320,5,-19661471,40
-1,635420749971808500,4,-19661471,4
-1,635420749972153230,6,-19661471,26
133.722,635420749972250760,2,-19661471,6
-1,635420749972313800,1,-19661471,6
-1,635420749972652810,3,-19661471,61
246.2585,635420749972664670,4,-19661471,0
-1,635420749973079890,5,-19661470,18
-1,635420749973155110,6,-19661470,7
6.642777,635420749973180170,2,-19661470,3
-1,635420749973309470,1,-19661470,11
5.844285,635420749973509670,4,-19661470,22
-1,635420749973689830,3,-19661470,19
169.2634,635420749973941580,6,-19661469,25
-1,635420749973979880,5,-19661469,3
32.82314,635420749974084340,1,-19661469,10
-1,635420749974482830,2,-19661469,38
118.9584,635420749974412070,3,-19661469,0
-1,635420749974812710,4,-19661468,35
5.861274,635420749974849580,6,-19661468,1
145.1557,635420749974854200,5,-19661468,0
6.710734,635420749975010260,1,-19661468,14
-1,635420749975478950,2,-19661468,46
-1,635420749975652910,3,-19661468,28
-1,635420749975814830,4,-19661467,22
-1,635420749976079720,5,-19661467,10
-1,635420749976159090,6,-19661467,8
139.2265,635420749976254040,2,-19661467,8
-1,635420749976315210,1,-19661467,5
-1,635420749976650020,3,-19661467,37
272.6597,635420749976662540,4,-19661467,1
-1,635420749976979250,5,-19661466,29
6.625788,635420749977180090,2,-19661466,18
-1,635420749977267380,6,-19661466,11
-1,635420749977309560,1,-19661466,3
106.1485,635420749977411530,3,-19661466,12
5.844285,635420749977509650,4,-19661466,9
322.489,635420749977861910,5,-19661465,33
163.64,635420749977938400,6,-19661465,8
38.00484,635420749978087280,1,-19661465,12
-1,635420749978482610,2,-19661465,39
-1,635420749978696600,3,-19661465,25
-1,635420749978819450,4,-19661464,12
6.031166,635420749978849640,6,-19661464,0
-1,635420749979050970,1,-19661464,18
-1,635420749979079510,5,-19661464,4
-1,635420749979478580,2,-19661464,38
-1,635420749979648740,3,-19661464,21
-1,635420749979879830,4,-19661463,22
-1,635420749979978780,5,-19661463,8
-1,635420749980201930,6,-19661463,22
124.5308,635420749980245390,2,-19661463,4
-1,635420749980313120,1,-19661463,5
186.3375,635420749980451870,3,-19661463,17
307.4706,635420749980683820,4,-19661463,21
208.0158,635420749980877290,5,-19661462,19
-1,635420749981148530,6,-19661462,26
6.79568,635420749981180140,2,-19661462,3
-1,635420749981372290,1,-19661462,17
5.895252,635420749981509620,4,-19661462,18
240.4481,635420749981527440,3,-19661462,3
165.0331,635420749981939140,6,-19661461,36
-1,635420749981985630,5,-19661461,3
176.3649,635420749982105920,1,-19661461,10
-1,635420749982482690,2,-19661461,38
-1,635420749982686540,3,-19661461,24
-1,635420749982819060,4,-19661460,14
5.844285,635420749982849650,6,-19661460,3
6.252026,635420749983010040,1,-19661460,10
-1,635420749982978820,5,-19661460,0
-1,635420749983478450,2,-19661460,49
-1,635420749983648830,3,-19661460,19
-1,635420749983879690,4,-19661459,21
-1,635420749984079530,5,-19661459,18
-1,635420749984103020,6,-19661459,2
-1,635420749984313010,1,-19661459,17
68.1097,635420749984422030,3,-19661459,16
-1,635420749984563780,2,-19661459,10
237.543,635420749984642360,4,-19661459,10
-1,635420749984978750,5,-19661458,32
-1,635420749985095910,6,-19661458,9
-1,635420749985372340,1,-19661458,26
-1,635420749985485190,2,-19661458,12
5.929231,635420749985509680,4,-19661458,5
245.8337,635420749985527450,3,-19661458,1
128.8631,635420749985844610,5,-19661457,29
105.9107,635420749986087410,1,-19661457,23
-1,635420749986095990,6,-19661457,3
325.0374,635420749986363430,2,-19661457,23
-1,635420749986686570,3,-19661457,36
-1,635420749986818930,4,-19661456,13
6.761702,635420749987073420,1,-19661456,21
-1,635420749987079740,5,-19661456,2
-1,635420749987102770,6,-19661456,2
6.625788,635420749987180090,2,-19661456,4
-1,635420749987648770,3,-19661456,52
-1,635420749987923480,4,-19661455,27
-1,635420749988076260,5,-19661455,14
-1,635420749988160810,6,-19661455,9
-1,635420749988369970,1,-19661455,18
37.54613,635420749988404020,3,-19661455,6
-1,635420749988491050,2,-19661455,7
258.6776,635420749988654370,4,-19661455,17
313.9944,635420749988857000,5,-19661454,18
-1,635420749989148680,6,-19661454,30
-1,635420749989372780,1,-19661454,21
-1,635420749989486820,2,-19661454,10
5.895252,635420749989509600,4,-19661454,10
250.6587,635420749989527490,3,-19661454,0
156.8953,635420749989934320,6,-19661453,35
-1,635420749989983810,5,-19661453,7
32.92507,635420749990084490,1,-19661453,5
327.7726,635420749990365050,2,-19661453,28
-1,635420749990653030,3,-19661453,39
5.895252,635420749990849630,6,-19661452,10
-1,635420749990879880,4,-19661452,5
-1,635420749991075320,5,-19661452,17
-1,635420749991181760,1,-19661452,9
44.78353,635420749991202590,2,-19661452,3
-1,635420749991689230,3,-19661452,51
168.8727,635420749991771480,5,-19661451,5
-1,635420749991815090,4,-19661451,5
-1,635420749992097380,6,-19661451,27
-1,635420749992375850,1,-19661451,28
107.0999,635420749992405120,3,-19661451,4
-1,635420749992490790,2,-19661451,4
234.4849,635420749992640100,4,-19661451,18
-1,635420749992983600,5,-19661450,35
-1,635420749993278310,6,-19661450,26
-1,635420749993309880,1,-19661450,6
-1,635420749993405090,2,-19661450,4
247.7705,635420749993527280,3,-19661450,17
5.912242,635420749993509630,4,-19661450,0
-1,635420749993978910,5,-19661449,50
200.4216,635420749994148550,1,-19661449,7
-1,635420749994276430,6,-19661449,14
-1,635420749994484770,2,-19661449,18
262.4492,635420749994537200,3,-19661449,10
165.5768,635420749994769580,5,-19661448,21
-1,635420749994812760,4,-19661448,6
120.3175,635420749994912930,6,-19661448,7
6.336971,635420749995009970,1,-19661448,7
-1,635420749995404330,2,-19661448,39
-1,635420749995652950,3,-19661448,32
-1,635420749995815060,4,-19661447,13
5.929231,635420749995849620,6,-19661447,1
-1,635420749996079810,5,-19661447,22
-1,635420749996333700,1,-19661447,23
-1,635420749996489140,2,-19661447,14
246.5473,635420749996647030,4,-19661447,22
-1,635420749996689260,3,-19661447,3
-1,635420749996978790,5,-19661446,26
-1,635420749997189050,6,-19661446,22
-1,635420749997309250,1,-19661446,7
115.6285,635420749997410130,3,-19661446,16
5.793317,635420749997510010,4,-19661446,7
-1,635420749997563520,2,-19661446,1
232.803,635420749997865800,5,-19661445,32
80.76665,635420749998102400,1,-19661445,20
-1,635420749998148830,6,-19661445,7
130.3921,635420749998248860,2,-19661445,7
73.10452,635420749998428720,3,-19661445,22
-1,635420749998812770,4,-19661444,38
127.5549,635420749998917070,6,-19661444,7
-1,635420749999078700,1,-19661444,13
-1,635420749999058140,5,-19661444,0
6.693745,635420749999180150,2,-19661444,9
-1,635420749999652960,3,-19661444,51
-1,635420749999815010,4,-19661443,16
5.878263,635420749999849630,6,-19661443,1
-1,635420749999978890,5,-19661443,13
-1,635420750000375960,1,-19661443,36
-1,635420750000490910,2,-19661443,11
258.3208,635420750000654020,4,-19661443,20
-1,635420750000690590,3,-19661443,15
286.302,635420750000840660,5,-19661442,7
-1,635420750001168860,6,-19661442,30
-1,635420750001309380,1,-19661442,9
129.2029,635420750001418120,3,-19661442,15
6.693745,635420750001510170,4,-19661442,8
-1,635420750001572820,2,-19661442,3
-1,635420750001983970,5,-19661441,43
117.8371,635420750002134480,1,-19661441,12
139.2605,635420750002253990,2,-19661441,12
-1,635420750002267360,6,-19661441,6
-1,635420750002696400,3,-19661441,45
-1,635420750002818990,4,-19661440,13
189.3616,635420750002953450,6,-19661440,8
-1,635420750002997210,5,-19661440,3
6.353961,635420750003073360,1,-19661440,4
6.540842,635420750003180100,2,-19661440,11
-1,635420750003649160,3,-19661440,51
6.014176,635420750003849660,6,-19661439,19
-1,635420750003879620,4,-19661439,4
-1,635420750004080050,5,-19661439,17
-1,635420750004375860,1,-19661439,27
90.99415,635420750004435350,3,-19661439,9
-1,635420750004491690,2,-19661439,2
307.2836,635420750004683710,4,-19661439,23
-1,635420750004978660,5,-19661438,28
-1,635420750005267340,6,-19661438,29
-1,635420750005309120,1,-19661438,3
6.557831,635420750005510000,4,-19661438,23
-1,635420750005566330,2,-19661438,2
-1,635420750005686920,3,-19661438,16
159.0529,635420750005862410,5,-19661437,15
228.7935,635420750006136790,1,-19661437,25
-1,635420750006148800,6,-19661437,3
143.5757,635420750006256550,2,-19661437,9
-1,635420750006648740,3,-19661437,43
-1,635420750006880050,4,-19661436,22
149.2841,635420750006929800,6,-19661436,5
6.404928,635420750007073310,1,-19661436,11
-1,635420750007079580,5,-19661436,3
6.642777,635420750007180160,2,-19661436,6
45.70095,635420750007409700,3,-19661436,27
-1,635420750007809880,4,-19661435,41
5.929231,635420750007849660,6,-19661435,1
-1,635420750007978810,5,-19661435,13
-1,635420750008370060,1,-19661435,35
63.94735,635420750008383840,3,-19661435,6
-1,635420750008436910,2,-19661435,1
252.4255,635420750008650650,4,-19661435,26
334.5003,635420750008869030,5,-19661434,18
-1,635420750009152810,6,-19661434,27
-1,635420750009335510,1,-19661434,16
-1,635420750009489350,2,-19661434,15
6.523853,635420750009510010,4,-19661434,7
246.7002,635420750009528100,3,-19661434,4
84.0116,635420750010088460,1,-19661433,49
-1,635420750010081180,5,-19661433,5
-1,635420750010160270,6,-19661433,4
-1,635420750010403460,2,-19661433,21
-1,635420750010688890,3,-19661433,33
-1,635420750010819160,4,-19661432,13
160.3271,635420750010936420,6,-19661432,10
-1,635420750010980640,5,-19661432,10
6.37095,635420750011009970,1,-19661432,0
-1,635420750011482630,2,-19661432,43
-1,635420750011648760,3,-19661432,18
5.912242,635420750011849620,6,-19661431,18
161.3464,635420750011863820,5,-19661431,0
-1,635420750011814700,4,-19661431,4
-1,635420750012312980,1,-19661431,39
49.50653,635420750012410940,3,-19661431,15
-1,635420750012563780,2,-19661431,10
230.3736,635420750012637710,4,-19661431,11
-1,635420750012983060,5,-19661430,33
-1,635420750013096990,6,-19661430,10
-1,635420750013367200,1,-19661430,26
-1,635420750013486900,2,-19661430,13
6.336971,635420750013509890,4,-19661430,4
-1,635420750013690910,3,-19661430,17
124.8536,635420750014075560,1,-19661429,34
-1,635420750014273450,6,-19661429,22
325.1053,635420750014363450,2,-19661429,8
-1,635420750014648810,3,-19661429,31
152.9368,635420750014762100,5,-19661428,10
-1,635420750014880110,4,-19661428,14
6.319983,635420750015073060,1,-19661428,13
-1,635420750015148670,6,-19661428,12
6.693745,635420750015180130,2,-19661428,0
50.66179,635420750015411670,3,-19661428,25
-1,635420750015809050,4,-19661427,39
161.4484,635420750015937020,6,-19661427,10
-1,635420750016079840,5,-19661427,13
-1,635420750016376010,1,-19661427,26
-1,635420750016492320,2,-19661427,12
-1,635420750016652830,3,-19661427,21
276.6011,635420750016664910,4,-19661427,0
5.895252,635420750016849690,6,-19661426,17
-1,635420750016978770,5,-19661426,11
-1,635420750017308820,1,-19661426,32
5.929231,635420750017509600,4,-19661426,24
-1,635420750017573390,2,-19661426,0
-1,635420750017689100,3,-19661426,16
160.8198,635420750017863480,5,-19661425,14
-1,635420750018097340,6,-19661425,23
227.8931,635420750018139120,1,-19661425,5
139.9061,635420750018254470,2,-19661425,10
122.0504,635420750018413880,3,-19661425,18
-1,635420750018812800,4,-19661424,40
-1,635420750019079000,1,-19661424,23
-1,635420750019079600,5,-19661424,3
6.625788,635420750019180110,2,-19661424,7
-1,635420750019159390,6,-19661424,0
-1,635420750019687450,3,-19661424,62
-1,635420750019814980,4,-19661423,2
-1,635420750019978740,5,-19661423,15
-1,635420750020257910,6,-19661423,29
-1,635420750020370210,1,-19661423,15
-1,635420750020492650,2,-19661423,3
-1,635420750020649070,3,-19661423,19
271.2156,635420750020661720,4,-19661423,0
149.9127,635420750020857030,5,-19661422,18
162.4168,635420750020940820,6,-19661422,8
-1,635420750021308840,1,-19661422,34
30.5126,635420750021399740,3,-19661422,11
5.810307,635420750021510010,4,-19661422,11
-1,635420750021573390,2,-19661422,2
5.997188,635420750021849670,6,-19661421,30
-1,635420750021984380,5,-19661421,13
71.86432,635420750022089790,1,-19661421,8
143.6777,635420750022256670,2,-19661421,27
-1,635420750022696650,3,-19661421,37
-1,635420750022819490,4,-19661420,11
-1,635420750022978700,5,-19661420,15
6.336971,635420750023139090,1,-19661420,13
6.540842,635420750023180090,2,-19661420,4
-1,635420750023187320,6,-19661420,3
-1,635420750023648790,3,-19661420,58
-1,635420750023879600,4,-19661419,13
-1,635420750024079810,5,-19661419,16
-1,635420750024162450,6,-19661419,8
-1,635420750024375890,1,-19661419,21
130.9528,635420750024461390,3,-19661419,10
-1,635420750024489990,2,-19661419,0
302.068,635420750024679840,4,-19661419,22
173.3748,635420750024944120,6,-19661418,24
-1,635420750024981240,5,-19661418,3
-1,635420750025372210,1,-19661418,37
-1,635420750025485310,2,-19661418,11
6.438907,635420750025509930,4,-19661418,5
249.9961,635420750025527120,3,-19661418,0
5.929231,635420750025849650,6,-19661417,31
159.0189,635420750025862430,5,-19661417,1
245.6129,635420750026146660,1,-19661417,25
129.2368,635420750026253440,2,-19661417,9
-1,635420750026686620,3,-19661417,47
-1,635420750026819090,4,-19661416,16
6.336971,635420750027072930,1,-19661416,18
-1,635420750027079970,5,-19661416,3
-1,635420750027100370,6,-19661416,7
6.676755,635420750027180140,2,-19661416,3
-1,635420750027649270,3,-19661416,49
-1,635420750027923230,4,-19661415,28
-1,635420750027978690,5,-19661415,3
-1,635420750028097180,6,-19661415,11
-1,635420750028313040,1,-19661415,19
56.98177,635420750028415980,3,-19661415,14
-1,635420750028563780,2,-19661415,9
255.5345,635420750028652460,4,-19661415,14
-1,635420750029096350,6,-19661414,40
-1,635420750029347120,1,-19661414,23
-1,635420750029486820,2,-19661414,15
6.404928,635420750029509920,4,-19661414,4
250.2339,635420750029527310,3,-19661414,2
143.151,635420750030086340,1,-19661413,53
-1,635420750030097180,6,-19661413,2
135.8626,635420750030252610,2,-19661413,23
241.9772,635420750030524030,3,-19661413,21
-1,635420750030812720,4,-19661412,29
6.37095,635420750031072910,1,-19661412,23
6.727723,635420750031180130,2,-19661412,9
-1,635420750031159160,6,-19661412,0
328.4862,635420750028865530,5,-19661414,50
-1,635420750030079930,5,-19661413,0
-1,635420750031075370,5,-19661412,0
-1,635420750031652980,3,-19661412,2
-1,635420750031814980,4,-19661411,14
294.8476,635420750031847730,5,-19661411,1
-1,635420750032149420,6,-19661411,30
98.80919,635420750032234330,2,-19661411,6
-1,635420750032375780,1,-19661411,14
254.3963,635420750032651760,4,-19661411,31
-1,635420750032690490,3,-19661411,5
149.5219,635420750032929990,6,-19661410,21
-1,635420750032983030,5,-19661410,5
-1,635420750033308620,1,-19661410,30
134.4185,635420750033421190,3,-19661410,15
-1,635420750033565180,2,-19661410,13
5.861274,635420750033509890,4,-19661410,0
5.929231,635420750033849620,6,-19661409,26
-1,635420750034075330,5,-19661409,22
231.325,635420750034138250,1,-19661409,4
-1,635420750034443820,2,-19661409,31
-1,635420750034692560,3,-19661409,28
154.194,635420750034762860,5,-19661408,4
-1,635420750034819560,4,-19661408,7
-1,635420750035078500,1,-19661408,22
-1,635420750035152600,6,-19661408,9
-1,635420750035482580,2,-19661408,30
-1,635420750035648900,3,-19661408,22
-1,635420750035814900,4,-19661407,20
-1,635420750035983780,5,-19661407,10
-1,635420750036267370,6,-19661407,26
-1,635420750036313080,1,-19661407,3
-1,635420750036443790,2,-19661407,10
242.8266,635420750036644860,4,-19661407,27
-1,635420750036693040,3,-19661407,3
156.6404,635420750036934190,6,-19661406,22
-1,635420750037309130,1,-19661406,33
6.218047,635420750037509790,4,-19661406,25
-1,635420750037565180,2,-19661406,0
192.3008,635420750037527090,3,-19661406,0
5.912242,635420750037849640,6,-19661405,31
35.7113,635420750038100770,1,-19661405,22
-1,635420750038402610,2,-19661405,29
-1,635420750038686610,3,-19661405,33
-1,635420750038819080,4,-19661404,12
6.336971,635420750039072930,1,-19661404,20
-1,635420750039157000,6,-19661404,23
-1,635420750039482640,2,-19661404,19
-1,635420750039649290,3,-19661404,22
-1,635420750037075290,5,-19661406,18
150.5583,635420750037760680,5,-19661405,0
-1,635420750039073590,5,-19661404,0
-1,635420750039814870,4,-19661403,1
-1,635420750039978690,5,-19661403,7
-1,635420750040275840,6,-19661403,30
-1,635420750040313150,1,-19661403,1
-1,635420750040486780,2,-19661403,21
143.4908,635420750040426550,3,-19661403,2
245.8167,635420750040647260,4,-19661403,14
146.8207,635420750040928420,6,-19661402,25
-1,635420750041079510,5,-19661402,14
166.0015,635420750041271150,2,-19661402,18
-1,635420750041371670,1,-19661402,10
5.963209,635420750041509620,4,-19661402,15
-1,635420750041787170,3,-19661401,28
5.912242,635420750041849660,6,-19661401,4
-1,635420750041978710,5,-19661401,12
138.6828,635420750042083690,1,-19661401,10
7.152453,635420750042180420,2,-19661401,8
-1,635420750042688700,3,-19661401,54
-1,635420750042819150,4,-19661400,14
155.2813,635420750042860120,5,-19661400,0
6.353961,635420750043009980,1,-19661400,14
-1,635420750043152890,6,-19661400,16
130.0523,635420750043418690,3,-19661400,28
-1,635420750043483040,2,-19661400,1
-1,635420750043808530,4,-19661399,39
-1,635420750044079800,5,-19661399,24
-1,635420750044156860,6,-19661399,6
-1,635420750044313050,1,-19661399,14
-1,635420750044404190,2,-19661399,8
59.90392,635420750044381510,3,-19661399,2
244.7804,635420750044646170,4,-19661399,25
157.5918,635420750044934810,6,-19661398,27
-1,635420750044979230,5,-19661398,5
-1,635420750045308660,1,-19661398,28
5.776328,635420750045509680,4,-19661398,24
-1,635420750045565100,2,-19661398,1
-1,635420750045687740,3,-19661398,18
4.315257,635420750045849500,6,-19661397,13
332.7165,635420750045868030,5,-19661397,0
19.99629,635420750046076720,1,-19661397,17
-1,635420750046478520,2,-19661397,40
-1,635420750046648790,3,-19661397,21
-1,635420750046880060,4,-19661396,23
-1,635420750046983000,5,-19661396,7
-1,635420750047049570,1,-19661396,4
-1,635420750047095700,6,-19661396,8
155.5022,635420750047263640,2,-19661396,14
140.6876,635420750047424880,3,-19661396,25
-1,635420750047809040,4,-19661395,32
-1,635420750048075510,5,-19661395,24
6.79568,635420750048180180,2,-19661395,9
-1,635420750048161000,6,-19661395,0
-1,635420750048369980,1,-19661395,19
-1,635420750048652960,3,-19661395,31
277.6375,635420750048665540,4,-19661395,0
162.9774,635420750048768580,5,-19661394,9
-1,635420750049148670,6,-19661394,37
-1,635420750049372180,1,-19661394,21
-1,635420750049491500,2,-19661394,12
5.895252,635420750049509610,4,-19661394,5
246.6832,635420750049527000,3,-19661394,3
160.1742,635420750049936250,6,-19661393,37
-1,635420750049985150,5,-19661393,4
124.0212,635420750050075160,1,-19661393,7
-1,635420750050478420,2,-19661393,40
-1,635420750050787520,3,-19661392,34
-1,635420750050818940,4,-19661392,2
5.878263,635420750050849630,6,-19661392,1
-1,635420750050978710,5,-19661392,15
6.421918,635420750051009990,1,-19661392,0
119.4001,635420750051242390,2,-19661392,22
-1,635420750051648860,3,-19661392,46
119.2302,635420750051742250,5,-19661391,4
-1,635420750051814870,4,-19661391,23
-1,635420750052096760,6,-19661391,13
7.356323,635420750052180500,2,-19661391,6
-1,635420750052376060,1,-19661391,20
77.91247,635420750052427790,3,-19661391,8
236.8465,635420750052641480,4,-19661391,23
-1,635420750053073780,5,-19661390,40
-1,635420750053159350,6,-19661390,9
-1,635420750053308650,1,-19661390,13
-1,635420750053404460,2,-19661390,7
5.929231,635420750053509700,4,-19661390,15
244.4236,635420750053526900,3,-19661390,3
-1,635420750054075930,5,-19661389,51
238.1716,635420750054142260,1,-19661389,4
-1,635420750054155270,6,-19661389,2
-1,635420750054402390,2,-19661389,21
-1,635420750054690360,3,-19661389,33
48.64008,635420750054797350,5,-19661388,8
-1,635420750054818970,4,-19661388,5
163.7249,635420750054938410,6,-19661388,9
-1,635420750055079020,1,-19661388,13
-1,635420750055482550,2,-19661388,39
-1,635420750055648800,3,-19661388,19
5.980198,635420750055849610,6,-19661387,17
-1,635420750055879780,4,-19661387,4
-1,635420750056079610,5,-19661387,18
-1,635420750056313100,1,-19661387,21
60.46456,635420750056417510,3,-19661387,14
-1,635420750056487290,2,-19661387,10
235.6402,635420750056640760,4,-19661387,12
-1,635420750056978690,5,-19661386,30
-1,635420750057096190,6,-19661386,22
160.8028,635420750057266730,2,-19661386,4
-1,635420750057371670,1,-19661386,10
30.41067,635420750057397900,3,-19661386,8
5.912242,635420750057509710,4,-19661386,26
167.0718,635420750057867650,5,-19661385,18
36.79861,635420750058083760,1,-19661385,19
-1,635420750058152690,6,-19661385,12
7.169443,635420750058180380,2,-19661385,0
-1,635420750058696270,3,-19661385,52
-1,635420750058818890,4,-19661384,12
6.761702,635420750059010190,1,-19661384,16
-1,635420750059073580,5,-19661384,8
-1,635420750059155130,6,-19661384,6
-1,635420750059482640,2,-19661384,30
-1,635420750059648800,3,-19661384,20
-1,635420750059880020,4,-19661383,23
174.9888,635420750059944970,6,-19661383,5
-1,635420750059983180,5,-19661383,3
-1,635420750060315460,1,-19661383,31
125.1934,635420750060457370,3,-19661383,17
-1,635420750060563780,2,-19661383,6
304.5654,635420750060681350,4,-19661383,15
140.5347,635420750060754810,5,-19661382,7
5.878263,635420750060849610,6,-19661382,8
-1,635420750061360280,1,-19661382,48
6.116112,635420750061509740,4,-19661382,21
-1,635420750061693190,3,-19661382,17
37.13839,635420750062087470,1,-19661381,35
-1,635420750062079600,5,-19661381,1
-1,635420750062096460,6,-19661381,3
-1,635420750062649120,3,-19661381,56
-1,635420750062880060,4,-19661380,22
-1,635420750062978750,5,-19661380,9
-1,635420750063097840,6,-19661380,11
-1,635420750063158470,1,-19661380,3
-1,635420750063692450,3,-19661380,59
-1,635420750063814810,4,-19661379,10
154.6697,635420750063859800,5,-19661379,3
160.1062,635420750061266310,2,-19661382,17
6.778691,635420750062180170,2,-19661381,0
85.14986,635420750063241810,2,-19661380,0
-1,635420750064097050,6,-19661379,6
-1,635420750064380900,1,-19661379,28
-1,635420750064489610,2,-19661379,7
216.9011,635420750064629690,4,-19661379,19
-1,635420750064651840,3,-19661379,1
-1,635420750065079680,5,-19661378,40
-1,635420750065160920,6,-19661378,8
-1,635420750065308770,1,-19661378,13
101.2726,635420750065441250,3,-19661378,17
5.912242,635420750065509660,4,-19661378,6
-1,635420750065573370,2,-19661378,2
-1,635420750065979110,5,-19661377,41
255.9933,635420750066152830,1,-19661377,14
138.1222,635420750066253470,2,-19661377,9
-1,635420750066267320,6,-19661377,5
229.694,635420750066524740,3,-19661377,26
-1,635420750066812750,4,-19661376,27
153.9391,635420750066859350,5,-19661376,2
162.3997,635420750066937650,6,-19661376,9
6.336971,635420750067072750,1,-19661376,10
6.676755,635420750067180150,2,-19661376,10
-1,635420750067653300,3,-19661376,52
5.980198,635420750067849610,6,-19661375,17
-1,635420750067918600,4,-19661375,9
-1,635420750068149530,5,-19661375,20
-1,635420750068375860,1,-19661375,23
-1,635420750068493290,2,-19661375,11
238.1886,635420750068642260,4,-19661375,18
-1,635420750068689250,3,-19661375,4
-1,635420750068978760,5,-19661374,26
-1,635420750069267360,6,-19661374,29
-1,635420750069361840,1,-19661374,6
130.528,635420750069418850,3,-19661374,10
-1,635420750069485700,2,-19661374,4
5.181706,635420750069509640,4,-19661374,4
304.7862,635420750069851530,5,-19661373,33
153.8372,635420750070155620,1,-19661373,28
-1,635420750070148620,6,-19661373,0
130.0693,635420750070249010,2,-19661373,8
-1,635420750070694990,3,-19661373,48
-1,635420750070819000,4,-19661372,14
179.1341,635420750070947470,6,-19661372,10
-1,635420750070985450,5,-19661372,4
6.319983,635420750071072870,1,-19661372,5
6.761702,635420750071180150,2,-19661372,11
-1,635420750071648830,3,-19661372,52
5.861274,635420750071849590,6,-19661371,16
-1,635420750071880030,4,-19661371,6
-1,635420750072075520,5,-19661371,16
-1,635420750072375750,1,-19661371,29
-1,635420750072489290,2,-19661371,11
142.4205,635420750072465780,3,-19661371,3
302,635420750072679840,4,-19661371,22
146.7527,635420750072758420,5,-19661370,5
-1,635420750073152660,6,-19661370,39
-1,635420750073308740,1,-19661370,13
5.436544,635420750073509680,4,-19661370,24
-1,635420750073566330,2,-19661370,4
-1,635420750073692950,3,-19661370,16
-1,635420750073983910,5,-19661369,25
150.4733,635420750074153550,1,-19661369,15
-1,635420750074155140,6,-19661369,2
150.8981,635420750074260910,2,-19661369,8
309.4413,635420750074524240,3,-19661369,30
-1,635420750074812780,4,-19661368,29
172.8311,635420750074943730,6,-19661368,11
-1,635420750075078330,1,-19661368,12
-1,635420750075075470,5,-19661368,2
6.710734,635420750075180130,2,-19661368,8
-1,635420750075655910,3,-19661368,53
153.0387,635420750075762620,5,-19661367,5
-1,635420750075814830,4,-19661367,7
5.878263,635420750075849560,6,-19661367,1
-1,635420750076375750,1,-19661367,51
-1,635420750076490770,2,-19661367,11
247.8385,635420750076647920,4,-19661367,20
-1,635420750076688530,3,-19661367,4
-1,635420750077074090,5,-19661366,38
-1,635420750077160890,6,-19661366,8
-1,635420750077308970,1,-19661366,12
67.88885,635420750077421700,3,-19661366,16
